clip_name,end,event_number,start
rooks_tp_bulls_Card_1_101419.mov,00:02:17;12,041,00:02:14;02
otto_porter_sitdown_interview.MXF,00:02:20;26,042,00:02:17;12
phantom_selects_chi_all_access_practice_101419_.mov,00:02:26;38,043,00:02:20;26
rooks_pw_card1_bulls_practice.mov,00:02:28;26,044,00:02:26;38
rooks_tp_bulls_Card_1_101419.mov,00:02:34;45,045,00:02:28;26
coach_boylen_sitdown_interview.mov,00:02:44;48,046,00:02:34;45
rooks_tp_bulls_Card_1_101419.mov,00:02:47;48,047,00:02:44;48
rooks_pw_card1_bulls_practice.mov,00:02:49;04,048,00:02:47;48
rooks_tp_bulls_Card_1_101419.mov,00:02:53;36,049,00:02:49;04
zach_levine_stidown_interview.mov,00:02:56;46,050,00:02:53;36
rooks_tp_bulls_Card_1_101419.mov,00:03:11;51,051,00:02:56;46
coby_white_sitdown_interview.MXF,00:03:15;10,052,00:03:11;51
rooks_tp_bulls_practice_Card_2_101419.mov,00:03:18;14,053,00:03:15;10
rooks_tp_bulls_practice_Card_2_101419.mov,00:03:20;25,054,00:03:18;14
rooks_tp_bulls_practice_Card_2_101419.mov,00:03:24;31,055,00:03:20;25
rooks_bol_bol_practice.mov,00:03:29;34,056,00:03:24;31
rooks_denver_nuggets_practice_broll.mov,00:03:32;37,057,00:03:29;34
rooks_bol_bol_practice.mov,00:03:37;25,058,00:03:32;37
rooks_bol_bol_practice.mov,00:03:39;57,059,00:03:37;25
rooks_bol_bol_practice.mov,00:03:45;29,060,00:03:39;57
rooks_malone_bolbol_int_1_al.mov,00:03:48;43,061,00:03:45;29
rooks_bol_bol_practice.mov,00:03:58;03,062,00:03:48;43
rooks_denver_nuggets_practice_broll.mov,00:03:59;59,063,00:03:58;03
rooks_bol_bol_practice.mov,00:04:02;31,064,00:03:59;59
rooks_bol_bol_practice.mov,00:04:08;27,065,00:04:02;31
899786 bol predraft int mw.mov,00:04:10;21,066,00:04:08;27
rooks_denver_nuggets_practice_broll_pt2.mov,00:04:17;13,067,00:04:10;21
rooks_denver_nuggets_practice_broll.mov,00:04:19;23,068,00:04:17;13
rooks_bol_bol_practice.mov,00:04:24;59,069,00:04:19;23
rooks_denver_nuggets_practice_broll.mov,00:04:32;14,070,00:04:24;59
rooks_denver_nuggets_practice_broll_pt2.mov,00:04:37;59,071,00:04:32;14
rooks_bol_bol_practice.mov,00:04:42;29,072,00:04:37;59
rooks_bol_bol_practice.mov,00:04:50;04,073,00:04:42;29
rooks_bol_bol_practice.mov,00:04:57;49,074,00:04:50;04
rooks_bol_bol_practice.mov,00:05:03;51,075,00:04:57;49
rooks_denver_nuggets_practice_broll.mov,00:05:09;06,076,00:05:03;51
rooks_denver_nuggets_practice_broll.mov,00:05:15;35,077,00:05:09;06
899786 bol predraft int mw.mov,00:05:19;01,078,00:05:15;35
rooks_denver_nuggets_practice_broll.mov,00:05:23;08,079,00:05:19;01
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:05:32;01,080,00:05:23;08
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:05:38;00,081,00:05:32;01
rooks_conley_slomo_101919.mov,00:05:45;24,082,00:05:38;00
935829 ja morant summer league int gh.mov,00:05:50;40,083,00:05:45;24
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:05:56;09,084,00:05:50;40
271_7775.MXF,00:05:59;36,085,00:05:56;09
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:06:02;24,086,00:05:59;36
271_7775.MXF,00:06:03;38,087,00:06:02;24
rooks_ja_training_camp_slomo.mov,00:06:05;21,088,00:06:03;38
rooks_ja_training_camp_slomo.mov,00:06:06;38,089,00:06:05;21
rooks_ja_training_camp_slomo.mov,00:06:08;04,090,00:06:06;38
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:06:11;30,091,00:06:08;04
rooks_ja_training_camp_slomo.mov,00:06:14;41,092,00:06:11;30
271_7775.MXF,00:06:16;22,093,00:06:14;41
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:06:18;52,094,00:06:16;22
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:06:22;16,095,00:06:18;52
271_7775.MXF,00:06:24;01,096,00:06:22;16
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:06:35;42,097,00:06:24;01
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:06:37;05,098,00:06:35;42
rooks_nop_sas_101319.mov,00:06:39;47,099,00:06:37;05
rooks_nop_sas_101319.mov,00:06:44;18,100,00:06:39;47
rooks_nop_sas_101319.mov,00:06:47;27,101,00:06:44;18
rooks_NOP_practice_BTS_100619.mov,00:06:52;35,102,00:06:47;27
A008C001_191016_R4Y7.mov,00:06:56;01,103,00:06:52;35
rooks_NOP_practice_BTS_100619.mov,00:07:00;30,104,00:06:56;01
AK_card_part_5.mov,00:07:01;55,105,00:07:00;30
A008C006_191016_R4Y7.mov,00:07:04;09,106,00:07:01;55
rooks_NOP_practice_BTS_100619.mov,00:07:08;07,107,00:07:04;09
rooks_pelicans_practice_SS_pix_card.mov,00:07:12;10,108,00:07:08;07
rooks_pelicans_practice_SS_pix_card.mov,00:07:17;33,109,00:07:12;10
dmo_zion_interview_nop_practice_101619.mov,00:07:21;56,110,00:07:17;33
AK_card_part_5.mov,00:07:24;57,111,00:07:21;56
AK_card_part_5.mov,00:07:27;49,112,00:07:24;57
dmo_zion_interview_nop_practice_101619.mov,00:07:29;20,113,00:07:27;49
rooks_pelicans_practice_SS_pix_card.mov,00:07:32;20,114,00:07:29;20
rooks_NOP_practice_BTS_100619.mov,00:07:34;42,115,00:07:32;20
rooks_pelicans_practice_SS_pix_card.mov,00:07:39;27,116,00:07:34;42
phantom_selects_nop_practice_101619_broll.mov,00:07:44;21,117,00:07:39;27
phantom_selects_nop_practice_101619_broll.mov,00:07:48;29,118,00:07:44;21
phantom_selects_nop_practice_101619_broll.mov,00:07:51;26,119,00:07:48;29
rooks_pelicans_practice_AK_card.mov,00:07:55;02,120,00:07:51;26
A008C004_191016_R4Y7.mov,00:07:58;03,121,00:07:55;02
phantom_selects_nop_practice_101619_broll.mov,00:08:02;34,122,00:07:58;03
00004.MTS,00:08:03;27,123,00:08:02;34
00005.MTS,00:08:04;17,124,00:08:03;27
rooks_knicks_practice_0000963545_NBA201900014740760001r.mxf,00:08:06;14,125,00:08:04;17
00250.MTS,00:08:09;40,126,00:08:06;14
00248.MTS,00:08:13;15,127,00:08:09;40
00238.MTS,00:08:18;06,128,00:08:13;15
rooks_knicks_practice_0000963545_NBA201900014740760001r.mxf,00:08:24;56,129,00:08:18;06
00244.MTS,00:08:27;02,130,00:08:24;56
00238.MTS,00:08:28;40,131,00:08:27;02
00244.MTS,00:08:29;42,132,00:08:28;40
00122.MTS,00:08:31;47,133,00:08:29;42
00244.MTS,00:08:34;10,134,00:08:31;47
00124.MTS,00:08:36;03,135,00:08:34;10
00128.MTS,00:08:37;30,136,00:08:36;03
00244.MTS,00:08:38;42,137,00:08:37;30
00187.MTS,00:08:42;38,138,00:08:38;42
00243.MTS,00:08:44;49,139,00:08:42;38
00188.MTS,00:08:51;04,140,00:08:44;49
00244.MTS,00:08:52;04,141,00:08:51;04
00194.MTS,00:08:53;01,142,00:08:52;04
00139.MTS,00:08:56;27,143,00:08:53;01
TyATL-F5a7017.MXF,00:08:57;37,144,00:08:56;27
TyATL-F5a6935.MXF,00:09:00;23,145,00:08:57;37
TyATL-F5a6969.MXF,00:09:02;19,146,00:09:00;23
TyATL-F5a6973.MXF,00:09:07;57,147,00:09:02;19
TyATL-F5a7024.MXF,00:09:09;41,148,00:09:07;57
TyATL-F5a7024.MXF,00:09:11;46,149,00:09:09;41
TyATL-F5a6991.MXF,00:09:17;09,150,00:09:11;46
TyATL-F5a7023.MXF,00:09:19;39,151,00:09:17;09
TyATL-F5a6961.MXF,00:09:24;36,152,00:09:19;39
TyATL-F5a7019.MXF,00:09:27;06,153,00:09:24;36
TyATL-F5a7018.MXF,00:09:29;41,154,00:09:27;06
TyATL-F5a7023.MXF,00:09:31;23,155,00:09:29;41
TyATL-F5a7018.MXF,00:09:33;47,156,00:09:31;23
TyATL-F5a7018.MXF,00:09:36;32,157,00:09:33;47
TyATL-F5a7024.MXF,00:09:37;47,158,00:09:36;32
TyATL-F5a7018.MXF,00:09:43;33,159,00:09:37;47
TyATL-F5a7023.MXF,00:09:45;44,160,00:09:43;33
TyATL-F5a7018.MXF,00:09:48;37,161,00:09:45;44
TyATL-F5a7024.MXF,00:09:51;48,162,00:09:48;37
TyATL-F5a7018.MXF,00:09:55;13,163,00:09:51;48
rooks_NOP_practice_BTS_100619.mov,00:09:57;38,164,00:09:55;13
rooks_atlvsnyk_ml2.mov,00:10:00;54,165,00:09:57;38
rooks_ja_training_camp_slomo.mov,00:10:03;57,166,00:10:00;54
rooks_bol_bol_practice.mov,00:10:06;01,167,00:10:03;57
phantom_selects_chi_all_access_practice_101419_.mov,00:10:07;46,168,00:10:06;01
TyATL-F5a6963.MXF,00:10:09;53,169,00:10:07;46
MVI_1092.MP4,00:10:11;01,170,00:10:09;53
MVI_1069.MP4,00:10:13;21,171,00:10:11;01
MVI_1092.MP4,00:10:15;04,172,00:10:13;21
rooks_ja_training_camp_slomo.mov,00:10:18;53,173,00:10:15;04
rooks_ja_cha_mem_101519.mov,00:10:20;36,174,00:10:18;53
rooks_ja_cha_mem_101519.mov,00:10:26;00,175,00:10:20;36
935829 ja morant summer league int gh.mov,00:10:28;20,176,00:10:26;00
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:10:29;52,177,00:10:28;20
rooks_coby_intv.mov,00:10:31;49,178,00:10:29;52
rooks_tp_bulls_Card_1_101419.mov,00:10:38;24,179,00:10:31;49
MVI_1092.MP4,00:10:39;46,180,00:10:38;24
REVISED END PAGE with special thanks 1011.mpeg,00:10:51;22,181,00:10:39;46
