clip_name,end,event_number,start
rooks_draft_footage.mov,00:05:21;07,064,00:05:15;29
A235C007_190811_R5AA.mov,00:05:22;35,065,00:05:21;07
rooks_19rooks_draft_offair.mov,00:05:24;51,066,00:05:22;35
A235C007_190811_R5AA.mov,00:05:27;55,067,00:05:24;51
rooks_draft_footage.mov,00:05:31;06,068,00:05:27;55
rooks_19rooks_clean_draft.mov,00:05:34;17,069,00:05:31;06
rooks_19rooks_clean_draft.mov,00:05:37;14,070,00:05:34;17
rooks_draft_footage.mov,00:05:43;19,071,00:05:37;14
891318 bol predraft home visit 5 mw.mov,00:05:49;36,072,00:05:43;19
891316 bol predraft home visit 3 mw.mov,00:05:55;46,073,00:05:49;36
891316 bol predraft home visit 1 mw.mov,00:05:59;02,074,00:05:55;46
891316 bol predraft home visit 3 mw.mov,00:06:04;10,075,00:05:59;02
891316 bol predraft home visit 3 mw.mov,00:06:08;41,076,00:06:04;10
891316 bol predraft home visit 3 mw.mov,00:06:18;11,077,00:06:08;41
891317 bol predraft home visit 4 mw.mov,00:06:25;12,078,00:06:18;11
891316 bol predraft home visit 3 mw.mov,00:06:32;56,079,00:06:25;12
891317 bol predraft home visit 4 mw.mov,00:06:36;52,080,00:06:32;56
891317 bol predraft home visit 4 mw.mov,00:06:43;46,081,00:06:36;52
891317 bol predraft home visit 4 mw.mov,00:06:47;37,082,00:06:43;46
891316 bol predraft home visit 3 mw.mov,00:06:52;29,083,00:06:47;37
891316 bol predraft home visit 3 mw.mov,00:06:55;53,084,00:06:52;29
891316 bol predraft home visit 3 mw.mov,00:07:08;57,085,00:06:55;53
891316 bol predraft home visit 1 mw.mov,00:07:12;29,086,00:07:08;57
891316 bol predraft home visit 1 mw.mov,00:07:21;12,087,00:07:12;29
891316 bol predraft home visit 1 mw.mov,00:07:29;43,088,00:07:21;12
None,00:07:29;57,089,00:07:29;43
manute_bol_tribute.mov,00:07:36;09,090,00:07:29;57
manute_bol_tribute.mov,00:07:39;33,091,00:07:36;09
manute_bol_tribute.mov,00:07:42;39,092,00:07:39;33
manute_bol_tribute.mov,00:07:46;05,093,00:07:42;39
manute_bol_tribute.mov,00:07:49;20,094,00:07:46;05
manute_bol_tribute.mov,00:08:01;15,095,00:07:49;20
891316 bol predraft home visit 1 mw.mov,00:08:03;52,096,00:08:01;15
891316 bol predraft home visit 1 mw.mov,00:08:07;51,097,00:08:03;52
891316 bol predraft home visit 1 mw.mov,00:08:12;35,098,00:08:07;51
rooks_bolbol_mom_intv.mov,00:08:16;14,099,00:08:12;35
891316 bol predraft home visit 1 mw.mov,00:08:21;10,100,00:08:16;14
891316 bol predraft home visit 1 mw.mov,00:08:24;54,101,00:08:21;10
rooks_bolbol_mom_intv.mov,00:08:28;57,102,00:08:24;54
891316 bol predraft home visit 1 mw.mov,00:08:31;39,103,00:08:28;57
891316 bol predraft home visit 1 mw.mov,00:08:34;30,104,00:08:31;39
891316 bol predraft home visit 1 mw.mov,00:08:36;48,105,00:08:34;30
891316 bol predraft home visit 1 mw.mov,00:08:40;20,106,00:08:36;48
891316 bol predraft home visit 3 mw.mov,00:08:44;35,107,00:08:40;20
rooks_bolbol_mom_intv.mov,00:08:48;06,108,00:08:44;35
891316 bol predraft home visit 1 mw.mov,00:08:51;52,109,00:08:48;06
891316 bol predraft home visit 1 mw.mov,00:08:54;38,110,00:08:51;52
891316 bol predraft home visit 3 mw.mov,00:08:57;06,111,00:08:54;38
891316 bol predraft home visit 1 mw.mov,00:09:01;28,112,00:08:57;06
manute_bol_tribute.mov,00:09:02;28,113,00:09:01;28
NBA_Rooks_Bol_Bol_1_CBB_2K_EMPIRE_CLASSIC_SF_Oregon_v_Iowa_BKCD_123_MELT_11_15_2018_Archive___GomezI___23_49_58_00___23_50_34_00.mxf,00:09:04;26,114,00:09:02;28
manute_bol_tribute.mov,00:09:06;45,115,00:09:04;26
NBA_Rooks_Bol_Bol_1_CBB_2K_EMPIRE_CLASSIC_SF_Oregon_v_Iowa_BKCD_123_MELT_11_15_2018_Archive___GomezI___23_49_58_00___23_50_34_00.mxf,00:09:09;16,116,00:09:06;45
manute_bol_tribute.mov,00:09:11;05,117,00:09:09;16
NBA_Rooks_Bol_Bol_2__CBB_TRUCK_MELT_2K_Classic_Third_Place_Game_Syracuse_v_Oregon_11_16_2018_HD_EVS____GomezI___11_47_09_00___11_47_56_00.mxf,00:09:12;51,118,00:09:11;05
manute_bol_tribute.mov,00:09:16;00,119,00:09:12;51
rooks_bolbol_mom_intv.mov,00:09:18;04,120,00:09:16;00
NBA_Rooks_Bol_Bol_2__CBB_TRUCK_MELT_2K_Classic_Third_Place_Game_Syracuse_v_Oregon_11_16_2018_HD_EVS____GomezI___11_47_09_00___11_47_56_00.mxf,00:09:24;23,121,00:09:18;04
rooks_bolbol_mom_intv.mov,00:09:26;41,122,00:09:24;23
rooks_324495_manute_bol_young_bol_mw.mov,00:09:35;21,123,00:09:26;41
nbadraft phantom broll.mov,00:09:37;58,124,00:09:35;21
rooks_draft_footage.mov,00:09:40;28,125,00:09:37;58
NBA_DRAFT_2019_MELT_Archive___GomezI___04_20_26_00___05_39_44_00.mxf,00:09:46;59,126,00:09:40;28
rooks_19rooks_clean_draft.mov,00:09:52;40,127,00:09:46;59
NBA_DRAFT_2019_MELT_Archive___GomezI___04_20_26_00___05_39_44_00.mxf,00:09:58;10,128,00:09:52;40
A235C007_190811_R5AA.mov,00:10:03;14,129,00:09:58;10
rooks_19rooks_bol_draft_stuff_1.mov,00:10:09;55,130,00:10:03;14
rooks_19rooks_bol_draft_stuff_1.mov,00:10:13;49,131,00:10:09;55
934352 williamson draft 3 mw.mov,00:10:19;21,132,00:10:13;49
935536 pelicans war room 2 mw.mov,00:10:24;25,133,00:10:19;21
934352 williamson draft 3 mw.mov,00:10:29;36,134,00:10:24;25
935536 pelicans war room 2 mw.mov,00:10:34;27,135,00:10:29;36
934352 williamson draft 3 mw.mov,00:10:37;08,136,00:10:34;27
934349 barrett draft 3 mw.mov,00:10:41;56,137,00:10:37;08
935344 knicks barrett phone call 1 mw.mov,00:10:47;24,138,00:10:41;56
934349 barrett draft 3 mw.mov,00:10:49;25,139,00:10:47;24
934341 morant draft 2 mw.mov,00:10:53;46,140,00:10:49;25
934349 barrett draft 4 mw.mov,00:10:56;38,141,00:10:53;46
934352 williamson draft 3 mw.mov,00:10:58;46,142,00:10:56;38
934349 barrett draft 3 mw.mov,00:11:02;01,143,00:10:58;46
rooks_938566_zion_and_rj_intvs.mov,00:11:03;07,144,00:11:02;01
934352 williamson draft 3 mw.mov,00:11:03;57,145,00:11:03;07
rooks_19rooks_bol_draft_stuff_1.mov,00:11:04;53,146,00:11:03;57
934342 morant post draft 1 mw.mov,00:11:05;43,147,00:11:04;53
934352 williamson draft 2 mw.mov,00:11:07;33,148,00:11:05;43
rooks_938566_zion_and_rj_intvs.mov,00:11:08;51,149,00:11:07;33
934349 barrett draft 3 mw.mov,00:11:09;31,150,00:11:08;51
rooks_938566_zion_and_rj_intvs.mov,00:11:10;18,151,00:11:09;31
934353 williamson draft 4 mw.mov,00:11:10;55,152,00:11:10;18
934352 williamson draft 3 mw.mov,00:11:14;38,153,00:11:10;55
rooks_938566_zion_and_rj_intvs.mov,00:11:16;38,154,00:11:14;38
934342 morant post draft 1 mw.mov,00:11:20;04,155,00:11:16;38
934342 morant post draft 1 mw.mov,00:11:23;08,156,00:11:20;04
934349 barrett draft 4 mw.mov,00:11:26;47,157,00:11:23;08
rooks_bulls_run_with_us_ep1.mov,00:11:30;35,158,00:11:26;47
rooks_cobywhite_draft_presser_mw.mov,00:11:35;13,159,00:11:30;35
rooks_cobywhite_draft_presser_mw.mov,00:11:39;55,160,00:11:35;13
934349 barrett draft 4 mw.mov,00:11:43;04,161,00:11:39;55
934349 barrett draft 4 mw.mov,00:11:44;03,162,00:11:43;04
rooks_934353_zion_postdraft_1_mw.mov,00:11:44;56,163,00:11:44;03
934342 morant post draft 1 mw.mov,00:11:46;14,164,00:11:44;56
934342 morant post draft 1 mw.mov,00:11:54;05,165,00:11:46;14
934342 morant post draft 1 mw.mov,00:11:56;28,166,00:11:54;05
934342 morant post draft 1 mw.mov,00:12:14;06,167,00:11:56;28
