clip_name,end,event_number,start
ESPN_E_App_Logo_Reveal_sfx_1080_23.98fps.mov,00:00:03;48,001,00:00:00;00
MVI_7639.MP4,00:00:07;03,002,00:00:03;48
phantom_selects_NYK_SAS_broll_pt3_102319.mov,00:00:13;38,003,00:00:07;03
rooks_mem_mia_Ja_102319.mov,00:00:17;18,004,00:00:13;38
rooks_mem_mia_Ja_102319.mov,00:00:18;52,005,00:00:17;18
rooks_ATL_DET_hunter_young_hl_pt2_102419.mov,00:00:22;07,006,00:00:18;52
rooks_ATL_DET_hunter_young_hl_pt2_102419.mov,00:00:23;22,007,00:00:22;07
rooks_nop_tor_wireless_melt.mov,00:00:24;35,008,00:00:23;22
MVI_7677.MP4,00:00:27;34,009,00:00:24;35
NBA ROOKS_Intro_v02_92319.mov,00:00:44;27,010,00:00:27;34
bulls_practice_tp_card1.mov,00:00:46;53,011,00:00:44;27
00187.MTS,00:00:51;09,012,00:00:46;53
rooks_MEM_beyond_the_grit_clean_100919.mxf,00:00:53;53,013,00:00:51;09
MVI_2958.MP4,00:01:01;09,014,00:00:53;53
MVI_2959.MP4,00:01:11;35,015,00:01:01;09
MVI_2979.MP4,00:01:16;12,016,00:01:11;35
MVI_2972.MP4,00:01:37;46,017,00:01:16;12
MVI_2983.MP4,00:01:39;33,018,00:01:37;46
MVI_2989.MP4,00:01:45;13,019,00:01:39;33
MVI_2991.MP4,00:01:50;52,020,00:01:45;13
MVI_2997.MP4,00:01:58;45,021,00:01:50;52
MVI_2994.MP4,00:02:07;40,022,00:01:58;45
MVI_2993.MP4,00:02:18;00,023,00:02:07;40
MVI_2992.MP4,00:02:26;42,024,00:02:18;00
MVI_8093.MP4,00:02:31;36,025,00:02:26;42
MVI_8113.MP4,00:02:35;27,026,00:02:31;36
MVI_8123.MP4,00:02:36;55,027,00:02:35;27
MVI_8104.MP4,00:02:42;15,028,00:02:36;55
MVI_8102.MP4,00:02:48;13,029,00:02:42;15
MVI_8102.MP4,00:02:55;30,030,00:02:48;13
MVI_8102.MP4,00:02:59;13,031,00:02:55;30
MVI_8103.MP4,00:03:06;18,032,00:02:59;13
MVI_8119.MP4,00:03:12;03,033,00:03:06;18
MVI_8110.MP4,00:03:19;46,034,00:03:12;03
MVI_8107.MP4,00:03:25;49,035,00:03:19;46
MVI_8108.MP4,00:03:32;26,036,00:03:25;49
MVI_8121.MP4,00:03:38;21,037,00:03:32;26
C0007.MP4,00:03:41;45,038,00:03:38;21
MVI_7594.MP4,00:03:44;57,039,00:03:41;45
phantom_selects_NYK_SAS_broll_pt1_102319.mov,00:03:46;33,040,00:03:44;57
phantom_selects_NYK_SAS_broll_pt1_102319.mov,00:03:48;11,041,00:03:46;33
MVI_3021.MP4,00:03:50;40,042,00:03:48;11
MVI_7595.MP4,00:03:53;22,043,00:03:50;40
phantom_selects_nop_vs_tor_102219_pt1.mov,00:03:55;23,044,00:03:53;22
phantom_selects_nop_vs_tor_102219_pt1.mov,00:03:57;21,045,00:03:55;23
phantom_selects_nop_vs_tor_102219_pt1.mov,00:03:59;22,046,00:03:57;21
phantom_selects_nop_vs_tor_102219_pt1.mov,00:04:01;25,047,00:03:59;22
phantom_selects_nop_practice_101619_broll.mov,00:04:07;24,048,00:04:01;25
rooks_griffin_gentry_nickeil_pregame_sound.mov,00:04:11;04,049,00:04:07;24
rooks_griffin_gentry_nickeil_pregame_sound.mov,00:04:13;22,050,00:04:11;04
rooks_alexander_walker_phantom_broll.mov,00:04:20;53,051,00:04:13;22
MVI_2885.MP4,00:04:25;26,052,00:04:20;53
MVI_2886.MP4,00:04:28;40,053,00:04:25;26
MVI_2886.MP4,00:04:30;40,054,00:04:28;40
MVI_2878.MP4,00:04:32;50,055,00:04:30;40
MVI_2878.MP4,00:04:34;52,056,00:04:32;50
MVI_2878.MP4,00:04:37;48,057,00:04:34;52
MVI_2886.MP4,00:04:40;58,058,00:04:37;48
MVI_2857.MP4,00:04:44;33,059,00:04:40;58
MVI_2857.MP4,00:04:48;24,060,00:04:44;33
rooks_899797_rj_predraft_int_mw.mov,00:04:49;55,061,00:04:48;24
phantom_selects_NYK_SAS_broll_pt1_102319.mov,00:04:53;15,062,00:04:49;55
phantom_selects_NYK_SAS_broll_pt1_102319.mov,00:04:56;28,063,00:04:53;15
rooks_938581_hunter_rtp_int_1_mw.mov,00:04:58;02,064,00:04:56;28
MVI_3059.MP4,00:05:01;01,065,00:04:58;02
899797 morant predraft int 2 mw.mov,00:05:02;30,066,00:05:01;01
amira_selects_mem_vs_mia_102319broll_part1_1.mov,00:05:10;14,067,00:05:02;30
MVI_2996.MP4,00:05:20;48,068,00:05:10;14
phantom_selects_NYK_SAS_broll_pt2_102319.mov,00:05:25;33,069,00:05:20;48
MVI_7649.MP4,00:05:27;59,070,00:05:25;33
amira_selects_mem_vs_mia_102319broll_part2.mov,00:05:29;47,071,00:05:27;59
MVI_3011.MP4,00:05:31;33,072,00:05:29;47
amira_selects_mem_vs_mia_102319broll_part2.mov,00:05:34;02,073,00:05:31;33
phantom_selects_NYK_SAS_broll_pt2_102319.mov,00:05:35;58,074,00:05:34;02
rooks_nop_tor_wireless_melt.mov,00:05:39;29,075,00:05:35;58
phantom_selects_NYK_SAS_broll_pt3_102319.mov,00:05:40;37,076,00:05:39;29
MVI_3086.MP4,00:05:41;47,077,00:05:40;37
amira_selects_mem_vs_mia_102319broll_part3.mov,00:05:53;33,078,00:05:41;47
899789 morant predraft int mw.mov,00:05:56;52,079,00:05:53;33
amira_selects_mem_vs_mia_102319broll_part3.mov,00:06:06;00,080,00:05:56;52
899789 morant predraft int mw.mov,00:06:07;45,081,00:06:06;00
amira_selects_mem_vs_mia_102319broll_part3.mov,00:06:20;01,082,00:06:07;45
MVI_7656.MP4,00:06:25;57,083,00:06:20;01
MVI_7669.MP4,00:06:29;18,084,00:06:25;57
rooks_899794_white_predraft_int_mw.mov,00:06:32;00,085,00:06:29;18
rooks_bulls_hornets_10232019_broll.mov,00:06:37;56,086,00:06:32;00
rooks_899794_white_predraft_int_mw.mov,00:06:38;57,087,00:06:37;56
MVI_7659.MP4,00:06:42;01,088,00:06:38;57
MVI_7659.MP4,00:06:45;16,089,00:06:42;01
rooks_899794_white_predraft_int_mw.mov,00:06:46;21,090,00:06:45;16
rooks_bulls_hornets_10232019_broll.mov,00:06:50;02,091,00:06:46;21
MVI_7665.MP4,00:06:52;25,092,00:06:50;02
MVI_2890.MP4,00:06:54;22,093,00:06:52;25
rooks_nop_tor_wireless_melt.mov,00:06:56;36,094,00:06:54;22
rooks_alexander_walker_phantom_broll.mov,00:07:09;23,095,00:06:56;36
rooks_jaxson_nickeil_sitdowns.mov,00:07:12;50,096,00:07:09;23
