clip_name,end,event_number,start
899843 barrett predraft 2 mw.mov,00:06:30;03,096,00:06:25;17
899843 barrett predraft 2 mw.mov,00:06:33;04,097,00:06:30;03
899843 barrett predraft 3 mw.mov,00:06:35;20,098,00:06:33;04
899843 barrett predraft 3 mw.mov,00:06:37;50,099,00:06:35;20
899843 barrett predraft 2 mw.mov,00:06:40;47,100,00:06:37;50
899843 barrett predraft workout 1 mw.mov,00:06:47;14,101,00:06:40;47
rooks_raptors_arena_cutaways.mov,00:06:49;29,102,00:06:47;14
rooks_toronto_fans.mov,00:06:50;46,103,00:06:49;29
rooks_toronto_fans.mov,00:06:52;04,104,00:06:50;46
897429 rj barrett in tor as game 2 gh.mov,00:06:53;54,105,00:06:52;04
897429 rj barrett in tor as game 2 gh.mov,00:06:55;29,106,00:06:53;54
rooks_raptors_trophy_phantom_092119.mov,00:06:57;47,107,00:06:55;29
899843 barrett predraft 2 mw.mov,00:06:58;24,108,00:06:57;47
899843 barrett predraft 2 mw.mov,00:06:59;02,109,00:06:58;24
899843 barrett predraft 2 mw.mov,00:07:01;27,110,00:06:59;02
Vegas_scenics_3_2019_NBA_Summer_League_Las_Vegas_Scenic_Selects_HD____GomezI___00_06_22_00___00_10_27_00.mxf,00:07:04;48,111,00:07:01;27
Vegas_scenics_3_2019_NBA_Summer_League_Las_Vegas_Scenic_Selects_HD____GomezI___00_06_22_00___00_10_27_00.mxf,00:07:08;26,112,00:07:04;48
Vegas_scenics_3_2019_NBA_Summer_League_Las_Vegas_Scenic_Selects_HD____GomezI___00_06_22_00___00_10_27_00.mxf,00:07:10;36,113,00:07:08;26
rooks_ak_915_a.mov,00:07:14;15,114,00:07:10;36
935743 summer league nykvnop 1 mw.mov,00:07:18;09,115,00:07:14;15
935743 summer league nykvnop 1 mw.mov,00:07:22;17,116,00:07:18;09
rooks_ak_915_b.mov,00:07:25;44,117,00:07:22;17
A233C004_190811_R5AA.mov,00:07:29;53,118,00:07:25;44
rooks_ak_915_b.mov,00:07:34;25,119,00:07:29;53
935750 summer league nykvsnop 1 mw.mov,00:07:37;00,120,00:07:34;25
rooks_ak_915_a.mov,00:07:40;16,121,00:07:37;00
rooks_ak_915_a.mov,00:07:42;31,122,00:07:40;16
rooks_ak_914_c.mov,00:07:45;33,123,00:07:42;31
rooks_ak_915_b.mov,00:07:49;12,124,00:07:45;33
935744 summer league nykvnop 1 mw.mov,00:07:50;31,125,00:07:49;12
rooks_ak_915_b.mov,00:07:52;39,126,00:07:50;31
935746 summer league nykvnop 1 mw.mov,00:07:56;56,127,00:07:52;39
935744 summer league nykvnop 1 mw.mov,00:07:58;46,128,00:07:56;56
935746 summer league nykvnop 1 mw.mov,00:08:02;21,129,00:07:58;46
A233C004_190811_R5AA.mov,00:08:04;53,130,00:08:02;21
rooks_rookie_SL_highlights_mw.mov,00:08:06;42,131,00:08:04;53
rooks_rookie_SL_highlights_mw.mov,00:08:10;54,132,00:08:06;42
935744 summer league nykvnop 1 mw.mov,00:08:12;07,133,00:08:10;54
935744 summer league nykvnop 1 mw.mov,00:08:13;55,134,00:08:12;07
935750 summer league nykvsnop 1 mw.mov,00:08:16;28,135,00:08:13;55
rooks_sl_nyk_nop_190705_al_firsthalf.mov,00:08:18;46,136,00:08:16;28
935746 summer league nykvnop 1 mw.mov,00:08:20;18,137,00:08:18;46
935747 summer league nykvnop 1 mw.mov,00:08:21;30,138,00:08:20;18
935750 summer league nykvsnop 1 mw.mov,00:08:23;11,139,00:08:21;30
935750 summer league nykvsnop 1 mw.mov,00:08:25;27,140,00:08:23;11
935746 summer league nykvnop 1 mw.mov,00:08:28;30,141,00:08:25;27
935750 summer league nykvsnop 1 mw.mov,00:08:30;43,142,00:08:28;30
935750 summer league nykvsnop 1 mw.mov,00:08:34;55,143,00:08:30;43
rooks_rookie_SL_highlights_mw.mov,00:08:39;47,144,00:08:34;55
935807 summer league nykvsnop gh.mov,00:08:42;32,145,00:08:39;47
935807 summer league nykvsnop gh.mov,00:08:45;06,146,00:08:42;32
935871 zion summer league int.mov,00:08:50;02,147,00:08:45;06
935750 summer league nykvsnop 1 mw.mov,00:08:55;21,148,00:08:50;02
935807 summer league nykvsnop gh.mov,00:08:56;46,149,00:08:55;21
rooks_sl_chi_lal_070519.mov,00:09:01;07,150,00:08:56;46
899790 williamson predraft int 1 mw.mov,00:09:02;45,151,00:09:01;07
rooks_912_A.mov,00:09:06;17,152,00:09:02;45
rooks_912_A.mov,00:09:09;31,153,00:09:06;17
rooks_lebron_passes.mov,00:09:12;35,154,00:09:09;31
rooks_912_a 2.mov,00:09:14;50,155,00:09:12;35
rooks_kawhi_block.mov,00:09:18;35,156,00:09:14;50
rooks_rookie_SL_highlights_mw.mov,00:09:22;31,157,00:09:18;35
935750 summer league nykvsnop 1 mw.mov,00:09:25;58,158,00:09:22;31
935750 summer league nykvsnop 1 mw.mov,00:09:32;37,159,00:09:25;58
rooks_rookie_SL_highlights_mw.mov,00:09:36;58,160,00:09:32;37
rooks_rookie_SL_highlights_mw.mov,00:09:47;03,161,00:09:36;58
rooks_sl_mem_nop_071419.mov,00:09:51;48,162,00:09:47;03
rooks_sl_mem_nop_071419.mov,00:09:55;02,163,00:09:51;48
899790 williamson predraft int 1 mw.mov,00:09:59;50,164,00:09:55;02
MVI_8111.MP4,00:10:02;18,165,00:09:59;50
MVI_8172.MP4,00:10:04;28,166,00:10:02;18
MVI_8151.MP4,00:10:07;00,167,00:10:04;28
MVI_8169.MP4,00:10:10;58,168,00:10:07;00
MVI_8169.MP4,00:10:13;05,169,00:10:10;58
MVI_8169.MP4,00:10:20;10,170,00:10:13;05
MVI_8169.MP4,00:10:23;42,171,00:10:20;10
MVI_8169.MP4,00:10:27;49,172,00:10:23;42
MVI_8169.MP4,00:10:30;21,173,00:10:27;49
MVI_8176.MP4,00:10:33;13,174,00:10:30;21
MVI_8134.MP4,00:10:34;51,175,00:10:33;13
MVI_8169.MP4,00:10:40;02,176,00:10:34;51
MVI_8152.MP4,00:10:41;28,177,00:10:40;02
MVI_8177.MP4,00:10:44;50,178,00:10:41;28
rooks_rookie_SL_highlights_mw.mov,00:10:49;54,179,00:10:44;50
rooks_rookie_SL_highlights_mw.mov,00:10:56;51,180,00:10:49;54
rooks_936217_hunter_summer_league_int_1_mw.mov,00:10:59;17,181,00:10:56;51
rooks_rookie_SL_highlights_mw.mov,00:11:04;50,182,00:10:59;17
rooks_936217_hunter_summer_league_int_1_mw.mov,00:11:07;01,183,00:11:04;50
rooks_ak_914_b.mov,00:11:09;16,184,00:11:07;01
rooks_ak_916_b.mov,00:11:12;04,185,00:11:09;16
rooks_rookie_SL_highlights_mw.mov,00:11:16;26,186,00:11:12;04
rooks_ak_916_a.mov,00:11:19;22,187,00:11:16;26
rooks_rookie_SL_highlights_mw.mov,00:11:24;12,188,00:11:19;22
936773 coby white summer league int gh.mov,00:11:27;16,189,00:11:24;12
rooks_coby_white_wire_070719.mov,00:11:29;44,190,00:11:27;16
rooks_ak_916_a.mov,00:11:31;23,191,00:11:29;44
rooks_ak_916_a.mov,00:11:36;07,192,00:11:31;23
rooks_ak_916_a.mov,00:11:39;30,193,00:11:36;07
rooks_ak_916_a.mov,00:11:51;11,194,00:11:39;30
rooks_coby_white_wire_070719.mov,00:11:54;32,195,00:11:51;11
rooks_ak_916_a.mov,00:11:58;37,196,00:11:54;32
rooks_ak_916_a.mov,00:12:05;08,197,00:11:58;37
936773 coby white summer league int gh.mov,00:12:07;46,198,00:12:05;08
rooks_coby_white_wire_070719.mov,00:12:09;32,199,00:12:07;46
rooks_ak_916_a.mov,00:12:21;35,200,00:12:09;32
rooks_938572_rps_bts_1_mw.mov,00:12:24;12,201,00:12:21;35
rooks_938574_rps_bts_1_mw.mov,00:12:28;38,202,00:12:24;12
rooks_938574_rps_bts_1_mw.mov,00:12:29;42,203,00:12:28;38
rooks_938574_rps_bts_1_mw.mov,00:12:30;46,204,00:12:29;42
rooks_938574_rps_bts_1_mw.mov,00:12:40;54,205,00:12:30;46
jenn_bts_ballpit.mp4,00:12:44;17,206,00:12:40;54
jenn_bts_ballpit.mp4,00:12:45;47,207,00:12:44;17
jenn_bts_ballpit.mp4,00:12:47;09,208,00:12:45;47
jenn_bts_ballpit.mp4,00:12:50;14,209,00:12:47;09
jenn_bts_ballpit.mp4,00:12:52;14,210,00:12:50;14
rooks_938572_rps_bts_2_mw.mov,00:12:55;58,211,00:12:52;14
rooks_938572_rps_bts_2_mw.mov,00:12:57;44,212,00:12:55;58
rooks_938572_rps_bts_2_mw.mov,00:12:59;02,213,00:12:57;44
rooks_938572_rps_bts_2_mw.mov,00:13:00;55,214,00:12:59;02
rooks_rps_bts_2_mw.mov,00:13:03;39,215,00:13:00;55
rooks_938572_rps_bts_2_mw.mov,00:13:05;34,216,00:13:03;39
rooks_938572_rps_bts_2_mw.mov,00:13:06;49,217,00:13:05;34
rooks_938572_rps_bts_1_mw.mov,00:13:10;34,218,00:13:06;49
rooks_938574_rps_bts_1_mw.mov,00:13:20;22,219,00:13:10;34
rooks_938574_rps_bts_1_mw.mov,00:13:21;44,220,00:13:20;22
rooks_938573_rps_bts_1_mw.mov,00:13:24;44,221,00:13:21;44
rooks_938566_zion_and_rj_intvs.mov,00:13:25;53,222,00:13:24;44
rooks_938572_rps_bts_3_mw.mov,00:13:27;35,223,00:13:25;53
rooks_938572_rps_bts_1_mw.mov,00:13:30;19,224,00:13:27;35
rooks_938573_rps_bts_1_mw.mov,00:13:32;31,225,00:13:30;19
rooks_rps_bts_2_mw.mov,00:13:34;39,226,00:13:32;31
rooks_rps_bts_2_mw.mov,00:13:41;44,227,00:13:34;39
rooks_938569_white_intv.mov,00:13:43;49,228,00:13:41;44
rooks_938572_rps_bts_2_mw.mov,00:13:46;52,229,00:13:43;49
rooks_938572_rps_bts_3_mw.mov,00:13:48;23,230,00:13:46;52
rooks_938572_rps_bts_3_mw.mov,00:13:50;15,231,00:13:48;23
rooks_938573_rps_bts_1_mw.mov,00:13:52;03,232,00:13:50;15
rooks_938573_rps_bts_1_mw.mov,00:13:54;00,233,00:13:52;03
rooks_938566_zion_and_rj_intvs.mov,00:13:56;28,234,00:13:54;00
rooks_938573_rps_bts_1_mw.mov,00:13:57;59,235,00:13:56;28
rooks_938573_rps_bts_2_mw.mov,00:14:01;34,236,00:13:57;59
rooks_938566_zion_and_rj_intvs.mov,00:14:03;58,237,00:14:01;34
rooks_rps_bts_2_mw.mov,00:14:08;37,238,00:14:03;58
rooks_938573_rps_bts_2_mw.mov,00:14:17;09,239,00:14:08;37
MVI_7173.MP4,00:14:18;05,240,00:14:17;09
938933 rj barett shopping target3 gh.mov,00:14:18;57,241,00:14:18;05
rooks_bol_in_denver.mov,00:14:19;52,242,00:14:18;57
MVI_7177.MP4,00:14:21;06,243,00:14:19;52
rooks_bol_in_denver.mov,00:14:23;39,244,00:14:21;06
935278 drew brees greets zion gh.mov,00:14:24;33,245,00:14:23;39
938933 rj barrett shopping target2 gh.mov,00:14:25;20,246,00:14:24;33
rooks_bol_in_denver.mov,00:14:26;17,247,00:14:25;20
938933 rj barett shopping target3 gh.mov,00:14:27;20,248,00:14:26;17
938933 rj barett shopping target3 gh.mov,00:14:28;22,249,00:14:27;20
938933 rj barett shopping target3 gh.mov,00:14:29;26,250,00:14:28;22
MVI_7158.MP4,00:14:31;04,251,00:14:29;26
933505 coby white daniel gafford workout press.mov,00:14:32;11,252,00:14:31;04
rooks_bulls_run_with_us_ep1.mov,00:14:32;59,253,00:14:32;11
933505 coby white daniel gafford workout press.mov,00:14:34;57,254,00:14:32;59
933505 coby white daniel gafford workout press.mov,00:14:36;00,255,00:14:34;57
rooks_bulls_run_with_us_ep1.mov,00:14:40;40,256,00:14:36;00
